alias,baseCcy,category,ctMult,ctType,ctVal,ctValCcy,expTime,instFamily,instId,instType,lever,listTime,lotSz,maxIcebergSz,maxLmtSz,maxMktSz,maxStopSz,maxTriggerSz,maxTwapSz,minSz,optType,quoteCcy,settleCcy,state,stk,tickSz,uly
,KSM,1,,,,,,,KSM-ETH,SPOT,,1599004806000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,ETH,,live,,0.0001,
,LINK,1,,,,,,,LINK-ETH,SPOT,,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,0.1,,ETH,,live,,0.00001,
,MANA,1,,,,,,,MANA-ETH,SPOT,,1548133413000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,ETH,,live,,0.0000001,
,MKR,1,,,,,,,MKR-ETH,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.001,,ETH,,live,,0.001,
,NEAR,1,,,,,,,NEAR-ETH,SPOT,,1606950023000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,ETH,,live,,0.000001,
,NEO,1,,,,,,,NEO-ETH,SPOT,,1548133413000,0.00001,9999999999999,9999999999999,1000000,1000000,9999999999999,9999999999999,0.01,,ETH,,live,,0.00001,
,NULS,1,,,,,,,NULS-ETH,SPOT,,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,ETH,,live,,0.000001,
,OM,1,,,,,,,OM-ETH,SPOT,,1598324400000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,10,,ETH,,live,,0.0000001,
,QTUM,1,,,,,,,QTUM-ETH,SPOT,,1548133413000,0.00001,9999999999999,9999999999999,1000000,1000000,9999999999999,9999999999999,0.1,,ETH,,live,,0.00001,
,SNX,1,,,,,,,SNX-ETH,SPOT,,1595543578000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,ETH,,live,,0.00001,
,SOL,1,,,,,,,SOL-ETH,SPOT,,1601434808000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,ETH,,live,,0.00001,
,SUSHI,1,,,,,,,SUSHI-ETH,SPOT,,1598929200000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,ETH,,live,,0.000001,
,SWFTC,1,,,,,,,SWFTC-ETH,SPOT,,1548133413000,0.1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,100,,ETH,,live,,0.000000001,
,TRX,1,,,,,,,TRX-ETH,SPOT,,1548133413000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10,,ETH,,live,,0.00000001,
,UNI,1,,,,,,,UNI-ETH,SPOT,,1600284600000,0.00001,9999999999999,9999999999999,1000000,1000000,9999999999999,9999999999999,0.1,,ETH,,live,,0.000001,
,WBTC,1,,,,,,,WBTC-ETH,SPOT,,1599973209000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.0001,,ETH,,live,,0.01,
,XLM,1,,,,,,,XLM-ETH,SPOT,,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,ETH,,live,,0.0000001,
,XMR,1,,,,,,,XMR-ETH,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,ETH,,live,,0.00001,
,XRP,1,,,,,,,XRP-ETH,SPOT,,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,ETH,,live,,0.000001,
,YFI,1,,,,,,,YFI-ETH,SPOT,,1598572836000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.0001,,ETH,,live,,0.01,
,ZEC,1,,,,,,,ZEC-ETH,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,ETH,,live,,0.0001,
,LTC,1,,,,,,,LTC-OKB,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,OKB,,live,,0.01,
,ETC,1,,,,,,,ETC-OKB,SPOT,,1548133413000,0.00001,9999999999999,9999999999999,1000000,1000000,9999999999999,9999999999999,0.1,,OKB,,live,,0.001,
,XRP,1,,,,,,,XRP-OKB,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,1,,OKB,,live,,0.0001,
,OKDOT1,1,,,,,,,OKDOT1-DOT,SPOT,,1648708851000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,DOT,,live,,0.0001,
,OKDOT2,1,,,,,,,OKDOT2-DOT,SPOT,,1648708851000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,DOT,,live,,0.0001,
,BTC,1,,,,,,,BTC-EURT,SPOT,,1658201420000,0.00000001,9999999999,9999999999,1000000,1000000,9999999999,9999999999,0.00001,,EURT,,live,,0.1,
,ETH,1,,,,,,,ETH-EURT,SPOT,,1658201420000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.001,,EURT,,live,,0.01,
